s_no,asi_circle,monument,period,year_index,domestic_visitors,foreign_visitors,total_visitors,flag_source_anomaly,flag_likely_extraction_error,flag_incomplete_pair,exclude_from_training,covid_year,recovery_year,post_covid
144,Amaravati,Chandragiri Monuments,2019-20,0,103489.0,109.0,103598.0,False,False,False,False,0,0,0
144,Amaravati,Chandragiri Monuments,2020-21,1,51113.0,38.0,51151.0,False,False,False,False,1,0,0
144,Amaravati,Chandragiri Monuments,2021-22,2,80189.0,33.0,80222.0,False,False,False,False,0,1,0
144,Amaravati,Chandragiri Monuments,2022-23,3,115676.0,80.0,115756.0,False,False,False,False,0,0,1
144,Amaravati,Chandragiri Monuments,2023-24,4,123200.0,97.0,123297.0,False,False,False,False,0,0,1
144,Amaravati,Chandragiri Monuments,2024-25,5,112435.0,96.0,112531.0,False,False,False,False,0,0,1
120,Hyderabad,Charminar,2019-20,0,1151933.0,7803.0,1159736.0,False,False,False,False,0,0,0
120,Hyderabad,Charminar,2020-21,1,297548.0,182.0,297730.0,False,False,False,False,1,0,0
120,Hyderabad,Charminar,2021-22,2,440549.0,648.0,441197.0,False,False,False,False,0,1,0
120,Hyderabad,Charminar,2022-23,3,928808.0,5986.0,934794.0,False,False,False,False,0,0,1
120,Hyderabad,Charminar,2023-24,4,1290074.0,8040.0,1298114.0,False,False,False,False,0,0,1
120,Hyderabad,Charminar,2024-25,5,1343503.0,9562.0,1353065.0,False,False,False,False,0,0,1
126,Jodhpur,Chittaurgarh Fort,2019-20,0,565133.0,15188.0,580321.0,False,False,False,False,0,0,0
126,Jodhpur,Chittaurgarh Fort,2020-21,1,223328.0,206.0,223534.0,False,False,False,False,1,0,0
126,Jodhpur,Chittaurgarh Fort,2021-22,2,590389.0,288.0,590677.0,False,False,False,False,0,1,0
126,Jodhpur,Chittaurgarh Fort,2022-23,3,802807.0,7155.0,809962.0,False,False,False,False,0,0,1
126,Jodhpur,Chittaurgarh Fort,2023-24,4,887218.0,13118.0,900336.0,False,False,False,False,0,0,1
126,Jodhpur,Chittaurgarh Fort,2024-25,5,1057243.0,12930.0,1070173.0,False,False,False,False,0,0,1
64,Raiganj,Cooch Bihar Palace,2019-20,0,465553.0,52.0,465605.0,False,False,False,False,0,0,0
64,Raiganj,Cooch Bihar Palace,2020-21,1,126135.0,161.0,126296.0,False,False,False,False,1,0,0
64,Raiganj,Cooch Bihar Palace,2021-22,2,2287176.0,162.0,2287338.0,True,False,False,True,0,1,0
64,Raiganj,Cooch Bihar Palace,2022-23,3,608776.0,98.0,608874.0,False,False,False,False,0,0,1
64,Raiganj,Cooch Bihar Palace,2023-24,4,685216.0,150.0,685366.0,False,False,False,False,0,0,1
64,Raiganj,Cooch Bihar Palace,2024-25,5,682443.0,261.0,682704.0,False,False,False,False,0,0,1
60,Bangalore,Daryia Daulat Baghtna,2019-20,0,646560.0,14016.0,660576.0,False,False,False,False,0,0,0
60,Bangalore,Daryia Daulat Baghtna,2020-21,1,89006.0,306.0,89312.0,False,False,False,False,1,0,0
60,Bangalore,Daryia Daulat Baghtna,2021-22,2,142935.0,891.0,143826.0,False,False,False,False,0,1,0
60,Bangalore,Daryia Daulat Baghtna,2022-23,3,436759.0,8614.0,445373.0,False,False,False,False,0,0,1
60,Bangalore,Daryia Daulat Baghtna,2023-24,4,547480.0,12621.0,560101.0,False,False,False,False,0,0,1
60,Bangalore,Daryia Daulat Baghtna,2024-25,5,500077.0,15159.0,515236.0,False,False,False,False,0,0,1
83,Aurangabad,Daulatabad Fort,2019-20,0,515935.0,5729.0,521664.0,False,False,False,False,0,0,0
83,Aurangabad,Daulatabad Fort,2020-21,1,105434.0,49.0,105483.0,False,False,False,False,1,0,0
83,Aurangabad,Daulatabad Fort,2021-22,2,204834.0,264.0,205098.0,False,False,False,False,0,1,0
83,Aurangabad,Daulatabad Fort,2022-23,3,516144.0,2565.0,518709.0,False,False,False,False,0,0,1
83,Aurangabad,Daulatabad Fort,2023-24,4,547569.0,3809.0,551378.0,False,False,False,False,0,0,1
83,Aurangabad,Daulatabad Fort,2024-25,5,545635.0,4032.0,549667.0,False,False,False,False,0,0,1
125,Jaipur,Deeg Bhawan,2019-20,0,28510.0,1067.0,29577.0,False,False,False,False,0,0,0
125,Jaipur,Deeg Bhawan,2020-21,1,12772.0,30.0,12802.0,False,False,False,False,1,0,0
125,Jaipur,Deeg Bhawan,2021-22,2,33004.0,27.0,33031.0,False,False,False,False,0,1,0
125,Jaipur,Deeg Bhawan,2022-23,3,32624.0,383.0,33007.0,False,False,False,False,0,0,1
125,Jaipur,Deeg Bhawan,2023-24,4,39755.0,245.0,40000.0,False,False,False,False,0,0,1
125,Jaipur,Deeg Bhawan,2024-25,5,37987.0,366.0,38353.0,False,False,False,False,0,0,1
52,Dharwad,"Durga Temple, Aihole",2019-20,0,186767.0,3849.0,190616.0,False,False,False,False,0,0,0
52,Dharwad,"Durga Temple, Aihole",2020-21,1,75089.0,99.0,75188.0,False,False,False,False,1,0,0
52,Dharwad,"Durga Temple, Aihole",2021-22,2,98363.0,69.0,98432.0,False,False,False,False,0,1,0
52,Dharwad,"Durga Temple, Aihole",2022-23,3,195325.0,2072.0,197397.0,False,False,False,False,0,0,1
52,Dharwad,"Durga Temple, Aihole",2023-24,4,217316.0,3245.0,220561.0,False,False,False,False,0,0,1
52,Dharwad,"Durga Temple, Aihole",2024-25,5,210076.0,3825.0,213901.0,False,False,False,False,0,0,1
86,Mumbai,Elephanta Caves,2019-20,0,686862.0,37891.0,724753.0,False,False,False,False,0,0,0
86,Mumbai,Elephanta Caves,2020-21,1,82136.0,281.0,82417.0,False,False,False,False,1,0,0
86,Mumbai,Elephanta Caves,2021-22,2,219837.0,1321.0,221158.0,False,False,False,False,0,1,0
86,Mumbai,Elephanta Caves,2022-23,3,464428.0,13368.0,477796.0,False,False,False,False,0,0,1
86,Mumbai,Elephanta Caves,2023-24,4,476532.0,21584.0,498116.0,False,False,False,False,0,0,1
86,Mumbai,Elephanta Caves,2024-25,5,476385.0,26119.0,502504.0,False,False,False,False,0,0,1
81,Aurangabad,Ellora Caves,2019-20,0,1259261.0,21426.0,1280687.0,False,False,False,False,0,0,0
81,Aurangabad,Ellora Caves,2020-21,1,163313.0,159.0,163472.0,False,False,False,False,1,0,0
81,Aurangabad,Ellora Caves,2021-22,2,411915.0,911.0,412826.0,False,False,False,False,0,1,0
81,Aurangabad,Ellora Caves,2022-23,3,1437560.0,12464.0,1450024.0,False,False,False,False,0,0,1
81,Aurangabad,Ellora Caves,2023-24,4,1740513.0,19643.0,1760156.0,False,False,False,False,0,0,1
81,Aurangabad,Ellora Caves,2024-25,5,1739873.0,20710.0,1760583.0,False,False,False,False,0,0,1
20,Sarnath,Excavated Remains at Sarnath,2019-20,0,485309.0,100590.0,585899.0,False,False,False,False,0,0,0
20,Sarnath,Excavated Remains at Sarnath,2020-21,1,170590.0,384.0,170974.0,False,False,False,False,1,0,0
20,Sarnath,Excavated Remains at Sarnath,2021-22,2,328684.0,1617.0,330301.0,False,False,False,False,0,1,0
20,Sarnath,Excavated Remains at Sarnath,2022-23,3,755062.0,54743.0,809805.0,False,False,False,False,0,0,1
20,Sarnath,Excavated Remains at Sarnath,2023-24,4,776827.0,76785.0,853612.0,False,False,False,False,0,0,1
20,Sarnath,Excavated Remains at Sarnath,2024-25,5,744213.0,59086.0,803299.0,False,False,False,False,0,0,1
132,Patna,"Excavated Site, Nalanda",2019-20,0,437506.0,26903.0,464409.0,False,False,False,False,0,0,0
132,Patna,"Excavated Site, Nalanda",2020-21,1,105748.0,,105748.0,False,True,False,True,1,0,0
132,Patna,"Excavated Site, Nalanda",2021-22,2,179597.0,281.0,179878.0,False,False,False,False,0,1,0
132,Patna,"Excavated Site, Nalanda",2022-23,3,390047.0,37456.0,427503.0,False,False,False,False,0,0,1
132,Patna,"Excavated Site, Nalanda",2023-24,4,492386.0,65506.0,557892.0,False,False,False,False,0,0,1
132,Patna,"Excavated Site, Nalanda",2024-25,5,501000.0,88151.0,589151.0,False,False,False,False,0,0,1
3,Agra,Fatehpur Sikri,2019-20,0,454376.0,184751.0,639127.0,False,False,False,False,0,0,0
3,Agra,Fatehpur Sikri,2020-21,1,107835.0,574.0,108409.0,False,False,False,False,1,0,0
3,Agra,Fatehpur Sikri,2021-22,2,157253.0,2122.0,159375.0,False,False,False,False,0,1,0
3,Agra,Fatehpur Sikri,2022-23,3,443689.0,62238.0,505927.0,False,False,False,False,0,0,1
3,Agra,Fatehpur Sikri,2023-24,4,315212.0,93963.0,409175.0,False,False,False,False,0,0,1
3,Agra,Fatehpur Sikri,2024-25,5,443158.0,97441.0,540599.0,False,False,False,False,0,0,1
36,Thiruchirapalli,Fort Museum Tirumayam,2019-20,0,294829.0,5259.0,300088.0,False,False,False,False,0,0,0
36,Thiruchirapalli,Fort Museum Tirumayam,2020-21,1,41487.0,1555.0,43042.0,False,False,False,False,1,0,0
36,Thiruchirapalli,Fort Museum Tirumayam,2021-22,2,62622.0,27.0,62649.0,False,False,False,False,0,1,0
36,Thiruchirapalli,Fort Museum Tirumayam,2022-23,3,93833.0,713.0,94546.0,False,False,False,False,0,0,1
36,Thiruchirapalli,Fort Museum Tirumayam,2023-24,4,93109.0,694.0,93803.0,False,False,False,False,0,0,1
36,Thiruchirapalli,Fort Museum Tirumayam,2024-25,5,90100.0,990.0,91090.0,False,False,False,False,0,0,1
25,Thrissur,Fort Palakkad,2019-20,0,174589.0,241.0,174830.0,False,False,False,False,0,0,0
25,Thrissur,Fort Palakkad,2020-21,1,43927.0,26.0,43953.0,False,False,False,False,1,0,0
25,Thrissur,Fort Palakkad,2021-22,2,96142.0,10.0,96152.0,False,False,False,False,0,1,0
25,Thrissur,Fort Palakkad,2022-23,3,258812.0,252.0,259064.0,False,False,False,False,0,0,1
25,Thrissur,Fort Palakkad,2023-24,4,295091.0,410.0,295501.0,False,False,False,False,0,0,1
25,Thrissur,Fort Palakkad,2024-25,5,265090.0,434.0,265524.0,False,False,False,False,0,0,1
26,Thrissur,"Fort St. Angelo, Kannur",2019-20,0,234518.0,3305.0,237823.0,False,False,False,False,0,0,0
26,Thrissur,"Fort St. Angelo, Kannur",2020-21,1,65683.0,115.0,65798.0,False,False,False,False,1,0,0
26,Thrissur,"Fort St. Angelo, Kannur",2021-22,2,152543.0,59.0,152602.0,False,False,False,False,0,1,0
26,Thrissur,"Fort St. Angelo, Kannur",2022-23,3,270433.0,4572.0,275005.0,False,False,False,False,0,0,1
26,Thrissur,"Fort St. Angelo, Kannur",2023-24,4,240382.0,818.0,241200.0,False,False,False,False,0,0,1
26,Thrissur,"Fort St. Angelo, Kannur",2024-25,5,242895.0,1074.0,243969.0,False,False,False,False,0,0,1
37,Thiruchirapalli,Fort Vattakottai,2019-20,0,159492.0,340.0,159832.0,False,False,False,False,0,0,0
37,Thiruchirapalli,Fort Vattakottai,2020-21,1,5058.0,36.0,5094.0,False,False,False,False,1,0,0
37,Thiruchirapalli,Fort Vattakottai,2021-22,2,53200.0,0.0,53200.0,False,False,False,False,0,1,0
37,Thiruchirapalli,Fort Vattakottai,2022-23,3,106838.0,158.0,106996.0,False,False,False,False,0,0,1
37,Thiruchirapalli,Fort Vattakottai,2023-24,4,114090.0,242.0,114332.0,False,False,False,False,0,0,1
37,Thiruchirapalli,Fort Vattakottai,2024-25,5,99669.0,366.0,100035.0,False,False,False,False,0,0,1
31,Thiruchirapalli,"Fort on Rock, Dindigul",2019-20,0,24657.0,94.0,24751.0,False,False,False,False,0,0,0
31,Thiruchirapalli,"Fort on Rock, Dindigul",2020-21,1,25603.0,99.0,25702.0,False,False,False,False,1,0,0
31,Thiruchirapalli,"Fort on Rock, Dindigul",2021-22,2,27368.0,4.0,27372.0,False,False,False,False,0,1,0
31,Thiruchirapalli,"Fort on Rock, Dindigul",2022-23,3,36071.0,57.0,36128.0,False,False,False,False,0,0,1
31,Thiruchirapalli,"Fort on Rock, Dindigul",2023-24,4,31763.0,77.0,31840.0,False,False,False,False,0,0,1
31,Thiruchirapalli,"Fort on Rock, Dindigul",2024-25,5,36711.0,241.0,36952.0,False,False,False,False,0,0,1
30,Chennai,"Fort, St. George",2019-20,0,,,,False,False,False,True,0,0,0
30,Chennai,"Fort, St. George",2020-21,1,,,,False,False,False,True,1,0,0
30,Chennai,"Fort, St. George",2021-22,2,,,,False,False,False,True,0,1,0
30,Chennai,"Fort, St. George",2022-23,3,,,,False,False,False,True,0,0,1
30,Chennai,"Fort, St. George",2023-24,4,24254.0,5474.0,29728.0,False,False,False,False,0,0,1
30,Chennai,"Fort, St. George",2024-25,5,24664.0,7313.0,31977.0,False,False,False,False,0,0,1
63,Bangalore,Fortress and Temple Chitradurga Fort,2019-20,0,338340.0,1095.0,339435.0,False,False,False,False,0,0,0
63,Bangalore,Fortress and Temple Chitradurga Fort,2020-21,1,144862.0,297.0,145159.0,False,False,False,False,1,0,0
63,Bangalore,Fortress and Temple Chitradurga Fort,2021-22,2,210483.0,819.0,211302.0,False,False,False,False,0,1,0
63,Bangalore,Fortress and Temple Chitradurga Fort,2022-23,3,407714.0,1809.0,409523.0,False,False,False,False,0,0,1
63,Bangalore,Fortress and Temple Chitradurga Fort,2023-24,4,446569.0,2568.0,449137.0,False,False,False,False,0,0,1
63,Bangalore,Fortress and Temple Chitradurga Fort,2024-25,5,381095.0,3078.0,384173.0,False,False,False,False,0,0,1
99,Nagpur,Gawilgarh Fort,2019-20,0,43795.0,11.0,43806.0,False,False,False,False,0,0,0
99,Nagpur,Gawilgarh Fort,2020-21,1,5.0,0.0,5.0,False,False,False,False,1,0,0
99,Nagpur,Gawilgarh Fort,2021-22,2,9219.0,5.0,9224.0,False,False,False,False,0,1,0
99,Nagpur,Gawilgarh Fort,2022-23,3,22777.0,16.0,22793.0,False,False,False,False,0,0,1
99,Nagpur,Gawilgarh Fort,2023-24,4,29842.0,27.0,29869.0,False,False,False,False,0,0,1
99,Nagpur,Gawilgarh Fort,2024-25,5,21609.0,6.0,21615.0,False,False,False,False,0,0,1
28,Chennai,Gingee Fort,2019-20,0,107073.0,1736.0,108809.0,False,False,False,False,0,0,0
28,Chennai,Gingee Fort,2020-21,1,125109.0,2272.0,127381.0,False,False,False,False,1,0,0
28,Chennai,Gingee Fort,2021-22,2,188496.0,555.0,189051.0,False,False,False,False,0,1,0
28,Chennai,Gingee Fort,2022-23,3,179289.0,1896.0,181185.0,False,False,False,False,0,0,1
28,Chennai,Gingee Fort,2023-24,4,169718.0,1745.0,171463.0,False,False,False,False,0,0,1
28,Chennai,Gingee Fort,2024-25,5,149329.0,1411.0,150740.0,False,False,False,False,0,0,1
55,Dharwad,"Gol-Gumbaz, Vijayapura",2019-20,0,813943.0,1683.0,815626.0,False,False,False,False,0,0,0
55,Dharwad,"Gol-Gumbaz, Vijayapura",2020-21,1,283256.0,75.0,283331.0,False,False,False,False,1,0,0
55,Dharwad,"Gol-Gumbaz, Vijayapura",2021-22,2,447627.0,263.0,447890.0,False,False,False,False,0,1,0
55,Dharwad,"Gol-Gumbaz, Vijayapura",2022-23,3,831109.0,755.0,831864.0,False,False,False,False,0,0,1
55,Dharwad,"Gol-Gumbaz, Vijayapura",2023-24,4,1005925.0,1368.0,1007293.0,False,False,False,False,0,0,1
55,Dharwad,"Gol-Gumbaz, Vijayapura",2024-25,5,857297.0,1362.0,858659.0,False,False,False,False,0,0,1
121,Hyderabad,Golkonda Fort,2019-20,0,1630419.0,20572.0,1650991.0,False,False,False,False,0,0,0
121,Hyderabad,Golkonda Fort,2020-21,1,527096.0,912.0,528008.0,False,False,False,False,1,0,0
121,Hyderabad,Golkonda Fort,2021-22,2,946972.0,1511.0,948483.0,False,False,False,False,0,1,0
121,Hyderabad,Golkonda Fort,2022-23,3,1526718.0,11509.0,1538227.0,False,False,False,False,0,0,1
121,Hyderabad,Golkonda Fort,2023-24,4,1608085.0,15839.0,1623924.0,False,False,False,False,0,0,1
121,Hyderabad,Golkonda Fort,2024-25,5,1563524.0,15958.0,1579482.0,False,False,False,False,0,0,1
118,Guwahati,"Group of Four Maidams Charaideo, Sibsagar",2019-20,0,23111.0,141.0,23252.0,False,False,False,False,0,0,0
118,Guwahati,"Group of Four Maidams Charaideo, Sibsagar",2020-21,1,19866.0,72.0,19938.0,False,False,False,False,1,0,0
118,Guwahati,"Group of Four Maidams Charaideo, Sibsagar",2021-22,2,34809.0,52.0,34861.0,False,False,False,False,0,1,0
118,Guwahati,"Group of Four Maidams Charaideo, Sibsagar",2022-23,3,93788.0,26.0,93814.0,False,False,False,False,0,0,1
118,Guwahati,"Group of Four Maidams Charaideo, Sibsagar",2023-24,4,47987.0,86.0,48073.0,False,False,False,False,0,0,1
118,Guwahati,"Group of Four Maidams Charaideo, Sibsagar",2024-25,5,76896.0,102.0,76998.0,False,False,False,False,0,0,1
54,Dharwad,"Group of Monuments (WH), Pattadakal",2019-20,0,262144.0,4310.0,266454.0,False,False,False,False,0,0,0
54,Dharwad,"Group of Monuments (WH), Pattadakal",2020-21,1,123110.0,61.0,123171.0,False,False,False,False,1,0,0
54,Dharwad,"Group of Monuments (WH), Pattadakal",2021-22,2,157634.0,79.0,157713.0,False,False,False,False,0,1,0
54,Dharwad,"Group of Monuments (WH), Pattadakal",2022-23,3,306808.0,2359.0,309167.0,False,False,False,False,0,0,1
54,Dharwad,"Group of Monuments (WH), Pattadakal",2023-24,4,343720.0,3662.0,347382.0,False,False,False,False,0,0,1
54,Dharwad,"Group of Monuments (WH), Pattadakal",2024-25,5,320326.0,4289.0,324615.0,False,False,False,False,0,0,1
58,Hampi,"Group of Monuments, Hampi",2019-20,0,587238.0,27006.0,614244.0,False,False,False,False,0,0,0
58,Hampi,"Group of Monuments, Hampi",2020-21,1,273456.0,627.0,274083.0,False,False,False,False,1,0,0
58,Hampi,"Group of Monuments, Hampi",2021-22,2,425950.0,1244.0,427194.0,False,False,False,False,0,1,0
58,Hampi,"Group of Monuments, Hampi",2022-23,3,809741.0,15890.0,825631.0,False,False,False,False,0,0,1
58,Hampi,"Group of Monuments, Hampi",2023-24,4,990195.0,21935.0,1012130.0,False,False,False,False,0,0,1
58,Hampi,"Group of Monuments, Hampi",2024-25,5,986249.0,22472.0,1008721.0,False,False,False,False,0,0,1
27,Chennai,"Group of Monuments, Mamallapuram",2019-20,0,1260358.0,53422.0,1313780.0,False,False,False,False,0,0,0
27,Chennai,"Group of Monuments, Mamallapuram",2020-21,1,808145.0,29145.0,837290.0,False,False,False,False,1,0,0
27,Chennai,"Group of Monuments, Mamallapuram",2021-22,2,1142150.0,7532.0,1149682.0,False,False,False,False,0,1,0
27,Chennai,"Group of Monuments, Mamallapuram",2022-23,3,1507208.0,28033.0,1535241.0,False,False,False,False,0,0,1
27,Chennai,"Group of Monuments, Mamallapuram",2023-24,4,1212022.0,44943.0,1256965.0,False,False,False,False,0,0,1
27,Chennai,"Group of Monuments, Mamallapuram",2024-25,5,967048.0,41416.0,1008464.0,False,False,False,False,0,0,1
41,Bhopal,"Group of Monuments, Royal Palace Mandu",2019-20,0,408302.0,2427.0,410729.0,False,False,False,False,0,0,0
41,Bhopal,"Group of Monuments, Royal Palace Mandu",2020-21,1,181868.0,128.0,181996.0,False,False,False,False,1,0,0
41,Bhopal,"Group of Monuments, Royal Palace Mandu",2021-22,2,344821.0,92.0,344913.0,False,False,False,False,0,1,0
41,Bhopal,"Group of Monuments, Royal Palace Mandu",2022-23,3,319046.0,1027.0,320073.0,False,False,False,False,0,0,1
41,Bhopal,"Group of Monuments, Royal Palace Mandu",2023-24,4,390713.0,1609.0,392322.0,False,False,False,False,0,0,1
41,Bhopal,"Group of Monuments, Royal Palace Mandu",2024-25,5,372116.0,1740.0,373856.0,False,False,False,False,0,0,1
51,Bhopal,"Group of Temple, Paramesh var Shiv and Karan Temple, Amarkantak",2019-20,0,57408.0,42.0,57450.0,False,False,False,False,0,0,0
51,Bhopal,"Group of Temple, Paramesh var Shiv and Karan Temple, Amarkantak",2020-21,1,23598.0,13.0,23611.0,False,False,False,False,1,0,0
51,Bhopal,"Group of Temple, Paramesh var Shiv and Karan Temple, Amarkantak",2021-22,2,30981.0,133.0,31114.0,False,False,False,False,0,1,0
51,Bhopal,"Group of Temple, Paramesh var Shiv and Karan Temple, Amarkantak",2022-23,3,44125.0,94.0,44219.0,False,False,False,False,0,0,1
51,Bhopal,"Group of Temple, Paramesh var Shiv and Karan Temple, Amarkantak",2023-24,4,50251.0,145.0,50396.0,False,False,False,False,0,0,1
51,Bhopal,"Group of Temple, Paramesh var Shiv and Karan Temple, Amarkantak",2024-25,5,49323.0,152.0,49475.0,False,False,False,False,0,0,1
140,Srinagar,"Group of Temples, Kiramchi, District Udhampur",2019-20,0,5731.0,4.0,5735.0,False,False,False,False,0,0,0
140,Srinagar,"Group of Temples, Kiramchi, District Udhampur",2020-21,1,5816.0,0.0,5816.0,False,False,False,False,1,0,0
140,Srinagar,"Group of Temples, Kiramchi, District Udhampur",2021-22,2,7383.0,8.0,7391.0,False,False,False,False,0,1,0
140,Srinagar,"Group of Temples, Kiramchi, District Udhampur",2022-23,3,8225.0,9.0,8234.0,False,False,False,False,0,0,1
140,Srinagar,"Group of Temples, Kiramchi, District Udhampur",2023-24,4,16807.0,12.0,16819.0,False,False,False,False,0,0,1
140,Srinagar,"Group of Temples, Kiramchi, District Udhampur",2024-25,5,13842.0,15.0,13857.0,False,False,False,False,0,0,1
13,Jhansi,"Gupta & Varah Temple, Deogarh",2019-20,0,1348.0,32.0,1380.0,False,False,False,False,0,0,0
13,Jhansi,"Gupta & Varah Temple, Deogarh",2020-21,1,931.0,0.0,931.0,False,False,False,False,1,0,0
13,Jhansi,"Gupta & Varah Temple, Deogarh",2021-22,2,1636.0,0.0,1636.0,False,False,False,False,0,1,0
13,Jhansi,"Gupta & Varah Temple, Deogarh",2022-23,3,934.0,13.0,947.0,False,False,False,False,0,0,1
13,Jhansi,"Gupta & Varah Temple, Deogarh",2023-24,4,1844.0,18.0,1862.0,False,False,False,False,0,0,1
13,Jhansi,"Gupta & Varah Temple, Deogarh",2024-25,5,2238.0,20.0,2258.0,False,False,False,False,0,0,1
44,Bhopal,Gwalior Fort,2019-20,0,255734.0,7744.0,263478.0,False,False,False,False,0,0,0
44,Bhopal,Gwalior Fort,2020-21,1,101464.0,130.0,101594.0,False,False,False,False,1,0,0
44,Bhopal,Gwalior Fort,2021-22,2,203163.0,209.0,203372.0,False,False,False,False,0,1,0
44,Bhopal,Gwalior Fort,2022-23,3,274674.0,3973.0,278647.0,False,False,False,False,0,0,1
44,Bhopal,Gwalior Fort,2023-24,4,310867.0,7933.0,318800.0,False,False,False,False,0,0,1
44,Bhopal,Gwalior Fort,2024-25,5,318649.0,9660.0,328309.0,False,False,False,False,0,0,1
109,Delhi,Hauzkhas,2019-20,0,145544.0,2625.0,148169.0,False,False,False,False,0,0,0
109,Delhi,Hauzkhas,2020-21,1,39837.0,148.0,39985.0,False,False,False,False,1,0,0
109,Delhi,Hauzkhas,2021-22,2,45503.0,152.0,45655.0,False,False,False,False,0,1,0
109,Delhi,Hauzkhas,2022-23,3,62959.0,1027.0,63986.0,False,False,False,False,0,0,1
109,Delhi,Hauzkhas,2023-24,4,83857.0,1305.0,85162.0,False,False,False,False,0,0,1
109,Delhi,Hauzkhas,2024-25,5,110405.0,1663.0,112068.0,False,False,False,False,0,0,1
65,Raiganj,Hazarduari Palace,2019-20,0,674113.0,1723.0,675836.0,False,False,False,False,0,0,0
65,Raiganj,Hazarduari Palace,2020-21,1,361546.0,649.0,362195.0,False,False,False,False,1,0,0
65,Raiganj,Hazarduari Palace,2021-22,2,357127.0,167.0,357294.0,False,False,False,False,0,1,0
65,Raiganj,Hazarduari Palace,2022-23,3,910336.0,1148.0,911484.0,False,False,False,False,0,0,1
65,Raiganj,Hazarduari Palace,2023-24,4,983025.0,1454.0,984479.0,False,False,False,False,0,0,1
65,Raiganj,Hazarduari Palace,2024-25,5,906992.0,1907.0,908899.0,False,False,False,False,0,0,1
40,Bhopal,"Hoshang Shah’s Tomb,",2019-20,0,130094.0,2017.0,132111.0,False,False,False,False,0,0,0
40,Bhopal,"Hoshang Shah’s Tomb,",2020-21,1,57769.0,39.0,57808.0,False,False,False,False,1,0,0
40,Bhopal,"Hoshang Shah’s Tomb,",2021-22,2,113132.0,107.0,113239.0,False,False,False,False,0,1,0
40,Bhopal,"Hoshang Shah’s Tomb,",2022-23,3,93038.0,705.0,93743.0,False,False,False,False,0,0,1
40,Bhopal,"Hoshang Shah’s Tomb,",2023-24,4,96548.0,1176.0,97724.0,False,False,False,False,0,0,1
40,Bhopal,"Hoshang Shah’s Tomb,",2024-25,5,80429.0,1274.0,81703.0,False,False,False,False,0,0,1
107,Delhi,Humayuns Tomb,2019-20,0,658318.0,202288.0,860606.0,False,False,False,False,0,0,0
107,Delhi,Humayuns Tomb,2020-21,1,243836.0,2381.0,246217.0,False,False,False,False,1,0,0
107,Delhi,Humayuns Tomb,2021-22,2,392378.0,4892.0,397270.0,False,False,False,False,0,1,0
107,Delhi,Humayuns Tomb,2022-23,3,1162360.0,100136.0,1262496.0,False,False,False,False,0,0,1
107,Delhi,Humayuns Tomb,2023-24,4,886740.0,116904.0,1003644.0,False,False,False,False,0,0,1
107,Delhi,Humayuns Tomb,2024-25,5,1005606.0,158043.0,1163649.0,False,False,False,False,0,0,1
56,Dharwad,"Ibrahim Rauza, Vijayapura",2019-20,0,155565.0,1290.0,156855.0,False,False,False,False,0,0,0
56,Dharwad,"Ibrahim Rauza, Vijayapura",2020-21,1,57759.0,12.0,57771.0,False,False,False,False,1,0,0
56,Dharwad,"Ibrahim Rauza, Vijayapura",2021-22,2,102094.0,20.0,102114.0,False,False,False,False,0,1,0
56,Dharwad,"Ibrahim Rauza, Vijayapura",2022-23,3,187111.0,644.0,187755.0,False,False,False,False,0,0,1
56,Dharwad,"Ibrahim Rauza, Vijayapura",2023-24,4,217136.0,1095.0,218231.0,False,False,False,False,0,0,1
56,Dharwad,"Ibrahim Rauza, Vijayapura",2024-25,5,188375.0,1081.0,189456.0,False,False,False,False,0,0,1
6,Agra,Itimad-ud- Daulah Tomb,2019-20,0,132800.0,82692.0,215492.0,False,False,False,False,0,0,0
6,Agra,Itimad-ud- Daulah Tomb,2020-21,1,41016.0,410.0,41426.0,False,False,False,False,1,0,0
6,Agra,Itimad-ud- Daulah Tomb,2021-22,2,90711.0,1927.0,92638.0,False,False,False,False,0,1,0
6,Agra,Itimad-ud- Daulah Tomb,2022-23,3,152495.0,44390.0,196885.0,False,False,False,False,0,0,1
6,Agra,Itimad-ud- Daulah Tomb,2023-24,4,186037.0,84326.0,270363.0,False,False,False,False,0,0,1
6,Agra,Itimad-ud- Daulah Tomb,2024-25,5,185282.0,90367.0,275649.0,False,False,False,False,0,0,1
53,Dharwad,"Jaina & Vaishnava Cave, Badami",2019-20,0,372051.0,6758.0,378809.0,False,False,False,False,0,0,0
53,Dharwad,"Jaina & Vaishnava Cave, Badami",2020-21,1,172259.0,167.0,172426.0,False,False,False,False,1,0,0
53,Dharwad,"Jaina & Vaishnava Cave, Badami",2021-22,2,234156.0,199.0,234355.0,False,False,False,False,0,1,0
53,Dharwad,"Jaina & Vaishnava Cave, Badami",2022-23,3,427138.0,3271.0,430409.0,False,False,False,False,0,0,1
53,Dharwad,"Jaina & Vaishnava Cave, Badami",2023-24,4,476245.0,5083.0,481328.0,False,False,False,False,0,0,1
53,Dharwad,"Jaina & Vaishnava Cave, Badami",2024-25,5,438834.0,5708.0,444542.0,False,False,False,False,0,0,1
96,Mumbai,"Janjira Fort, Murd",2019-20,0,253315.0,151.0,253466.0,False,False,False,False,0,0,0
